record_id,image_path,prompt,dimension,annotation_file,source_key,questions
"animationbench_00191","inertia/a__fire_elemental_with_flames_for_hair_and_a_warm_glow._3D_style,_no_human_elements_and_unlike_human_shape._0.png","The character bumps into the hanging signboard.","inertia","inertia/inertia.json","a__fire_elemental_with_flames_for_hair_and_a_warm_glow._3D_style,_no_human_elements_and_unlike_human_shape._0.png",""
"animationbench_00192","inertia/A_cute_cartoon_chipmunk_with_soft_fur_is_running,_3D_style._2.png","A soft breeze blows through the scene.","inertia","inertia/inertia.json","A_cute_cartoon_chipmunk_with_soft_fur_is_running,_3D_style._2.png",""
"animationbench_00193","inertia/80s Retro Anime2.png","The character rings the large bell in the shrine pavilion.","inertia","inertia/inertia.json","80s Retro Anime2.png",""
"animationbench_00194","inertia/80s Retro Anime.png","The character winds the pendulum clock.","inertia","inertia/inertia.json","80s Retro Anime.png",""
"animationbench_00195","inertia/Nemo.png","The character turns off the ceiling fan.","inertia","inertia/inertia.json","Nemo.png",""
"animationbench_00196","inertia/mario.png","A strong wind blows through the scene.","inertia","inertia/inertia.json","mario.png",""
"animationbench_00197","inertia/Golden Age of American Animation.png","The character steps off the top step of the outdoor staircase.","inertia","inertia/inertia.json","Golden Age of American Animation.png",""
"animationbench_00198","inertia/Create_a_cartoon_dog_character,_with_friendly_expression,_with_detailed_fur_and_short_tail,_in_casual_clothees,_in_plain_background._3D_style._1.png","The character runs down the staircase.","inertia","inertia/inertia.json","Create_a_cartoon_dog_character,_with_friendly_expression,_with_detailed_fur_and_short_tail,_in_casual_clothees,_in_plain_background._3D_style._1.png",""
"animationbench_00199","inertia/Classic French Animation2.png","The character looks up the staircase from the bottom.","inertia","inertia/inertia.json","Classic French Animation2.png",""
"animationbench_00200","inertia/Chinese Ink Wash Animation2.png","The character leans over the rooftop edge.","inertia","inertia/inertia.json","Chinese Ink Wash Animation2.png",""
"animationbench_00201","inertia/A_cartoon_thin_male_adult,_whose_head_is_small_and_is_in_suqare_shape._Whole_body,_3D_effects._0.png","The character grips the balcony railing.","inertia","inertia/inertia.json","A_cartoon_thin_male_adult,_whose_head_is_small_and_is_in_suqare_shape._Whole_body,_3D_effects._0.png",""
"animationbench_00202","inertia/Golden Age of American Animation2.png","The character jumps down from the low stone wall.","inertia","inertia/inertia.json","Golden Age of American Animation2.png",""
"animationbench_00203","inertia/Corporate Art2.png","The character stomps on the wooden platform stage.","inertia","inertia/inertia.json","Corporate Art2.png",""
"animationbench_00204","inertia/Classic American Animation2.png","The character walks across the pier.","inertia","inertia/inertia.json","Classic American Animation2.png",""
"animationbench_00205","inertia/熊猫1.png","The character dives into the swimming pool.","inertia","inertia/inertia.json","熊猫1.png",""
"animationbench_00206","inertia/师父.png","The character bounces on the diving board.","inertia","inertia/inertia.json","师父.png",""
"animationbench_00207","inertia/孙悟空.jpg","The character takes a running start at the track.","inertia","inertia/inertia.json","孙悟空.jpg",""
"animationbench_00208","inertia/哪吒2.png","The character walks down the straight road.","inertia","inertia/inertia.json","哪吒2.png",""
"animationbench_00209","inertia/xionger.png","The character stops at the crosswalk.","inertia","inertia/inertia.json","xionger.png",""
"animationbench_00210","inertia/totoro2.png","A train approaches the platform.","inertia","inertia/inertia.json","totoro2.png",""
"animationbench_00211","inertia/Sully1.png","The character walks through the hallway.","inertia","inertia/inertia.json","Sully1.png",""
"animationbench_00212","inertia/satoru gojo2.jpg","The character walks through the subway corridor.","inertia","inertia/inertia.json","satoru gojo2.jpg",""
"animationbench_00213","inertia/popeye.jpg","The character approaches the balance beam.","inertia","inertia/inertia.json","popeye.jpg",""
"animationbench_00214","inertia/son goku.jpg","The character skates toward the ramp.","inertia","inertia/inertia.json","son goku.jpg",""
"animationbench_00215","inertia/simba.jpg","The character glides across the ice rink.","inertia","inertia/inertia.json","simba.jpg",""
"animationbench_00216","inertia/rick sanchez2.jpg","The character slides down the snowy slope.","inertia","inertia/inertia.json","rick sanchez2.jpg",""
"animationbench_00217","inertia/sailor moon2.png","The character walks through the fantasy street.","inertia","inertia/inertia.json","sailor moon2.png",""
"animationbench_00218","inertia/pikachu.png","The character walks through the winter city.","inertia","inertia/inertia.json","pikachu.png",""
"animationbench_00219","inertia/peter griffin.jpg","The character walks through the school courtyard.","inertia","inertia/inertia.json","peter griffin.jpg",""
"animationbench_00220","inertia/Patrick.png","The character stands on the rooftop.","inertia","inertia/inertia.json","Patrick.png",""
"animationbench_00221","inertia/papa smurf.png","The character walks along the city sidewalk.","inertia","inertia/inertia.json","papa smurf.png",""
"animationbench_00222","inertia/Nick.png","The character moves in the shrine setting.","inertia","inertia/inertia.json","Nick.png",""
"animationbench_00223","inertia/no face.png","The character walks in the festival scene.","inertia","inertia/inertia.json","no face.png",""
"animationbench_00224","inertia/mickey.png","The character walks toward the station.","inertia","inertia/inertia.json","mickey.png",""
"animationbench_00225","inertia/Mike.png","The character walks through the street.","inertia","inertia/inertia.json","Mike.png",""
"animationbench_00226","inertia/kiki.png","The character walks in the rainy street.","inertia","inertia/inertia.json","kiki.png",""
"animationbench_00227","inertia/Gru.png","The character plays with the yo-yo in the playground.","inertia","inertia/inertia.json","Gru.png",""
"animationbench_00228","inertia/fred jones.png","The character holds the jump rope in the gym.","inertia","inertia/inertia.json","fred jones.png",""
"animationbench_00229","inertia/doraemon.jpg","The character flies the kite in the open field.","inertia","inertia/inertia.json","doraemon.jpg",""
"animationbench_00230","inertia/dipper pines2.jpg","The character holds the ribbon wand on stage.","inertia","inertia/inertia.json","dipper pines2.jpg",""
"animationbench_00231","inertia/daffy duck.png","The character carries the shopping bag in the market street.","inertia","inertia/inertia.json","daffy duck.png",""
"animationbench_00232","inertia/bugs bunny.jpg","The character pushes the skateboard in the street scene.","inertia","inertia/inertia.json","bugs bunny.jpg",""
"animationbench_00233","inertia/ariel.png","The character rides the bicycle on the neighborhood road.","inertia","inertia/inertia.json","ariel.png",""
"animationbench_00234","inertia/aladdin.jpg","The character pushes the shopping cart in the supermarket aisle.","inertia","inertia/inertia.json","aladdin.jpg",""
"animationbench_00235","inertia/31.png","The character bounces the small ball in the sports field.","inertia","inertia/inertia.json","31.png",""
"animationbench_00236","inertia/33.png","The character flips the coin in the indoor hallway.","inertia","inertia/inertia.json","33.png",""
"animationbench_00237","ip_assets/Chomp/front_Chomp.png","A cheerful, anthropomorphic shark character with a blue and white color scheme, large expressive eyes, and a wide, toothy grin. It stands on two legs and has a rounded, cartoonish body with a prominent dorsal fin and a large tail fin.","ip_prompt","ip_prompt/Chomp_evaluate.json","Chomp","{""character_name"":""Chomp"",""canonical_appearance"":{""summary"":""A cheerful, anthropomorphic shark character with a blue and white color scheme, large expressive eyes, and a wide, toothy grin. It stands on two legs and has a rounded, cartoonish body with a prominent dorsal fin and a large tail fin."",""details"":{""front"":[""Does the character stand upright on two legs with a large, round head and prominent dorsal fin on top?"",""Are the eyes enormous, round, white with black pupils and red irises, conveying a friendly and excited expression?"",""Is the mouth wide open in a grin, revealing sharp, white, triangular teeth and a red tongue?"",""Is the body smooth and rounded, with blue color on top transitioning to white underside?"",""Are the two legs small and stubby, ending in three-toed feet?"",""Are the two pectoral fins functioning as arms, and is the tail fin large and curving upward?""],""side"":[""Is the large dorsal fin visible on top of the head from the side profile?"",""Is the body smooth and curved blue, tapering from wide torso to narrow tail?"",""Is the pectoral fin extended forward and the tail fin large and fanned out?"",""Are the legs straight, supporting the character's weight?"",""Is the eye large and round, and the mouth open in a wide, friendly grin showing teeth and tongue?"",""Is the white underbelly visible along the side of the body?""],""back"":[""Is the rounded blue body clearly visible from the back view?"",""Is the large tail fin prominent and curving upward with a smooth, rounded shape?"",""Is the dorsal fin visible on top of the head from behind?"",""Are the pectoral fins positioned at the sides when viewed from the back?"",""Are the legs visible, supporting the character's weight?"",""Is the character's back a smooth, continuous blue surface with no visible markings or textures?""]}},""canonical_behavior"":{""Personality"":[""Is the character's overall posture upright and able to reflect a confident state?"",""Does the character maintain a wide, open-mouthed smile consistently across different segments of the video?"",""From the character's movement range and energetic demeanor, can it intuitively convey the trait of being energetic?"",""Does the character's overall performance (including facial expressions and physical details) give people a friendly and approachable impression?"",""Does the character maintain a perpetually cheerful tone throughout the entire video, without showing depressed or dull states?"",""Combining posture, facial expressions and personality traits, can the character effectively convey the core attitudes of excitement and approachability?""],""Action Logic"":[""Does the character solve problems through direct, physical action rather than indirect or passive methods?"",""Is the character's large tail fin consistently used for propulsion and balance throughout the video?"",""Are the pectoral fins effectively used for manipulation and support when interacting with objects?"",""Does the character move with a confident, slightly bouncy gait that matches the described action logic?"",""When the character needs to move, does it use its legs to walk or run in a way that demonstrates the described problem-solving approach?"",""Are the character's physical actions consistent with solving problems through direct interaction rather than observation or planning?""],""Signature"":[""Does the character have a heavy, grounded gait with a slight bounce that is visible throughout the video?"",""Does the character move with a sense of weight and momentum that matches the described signature?"",""Is the animation style smooth and fluid, with a focus on exaggerated, expressive movements?"",""Are the character's movements consistent with the described heavy, grounded gait with slight bounce?"",""Does the overall animation style emphasize exaggerated, expressive movements as described?""],""Facial Acting"":[""Is the character's facial expression static but highly expressive due to its large eyes and wide grin?"",""Are the eyes always wide and bright throughout the video, maintaining the described facial acting style?"",""Is the mouth always open in a smile, consistent with the described static expression?"",""Are the character's reactions conveyed through body language and eye movement rather than facial changes?"",""Does the character's facial acting remain consistent with the described static but expressive style?"",""Can the character effectively communicate emotions and reactions through its large eyes and body language despite the static facial expression?""],""Environmental Interaction"":[""Does the character interact with its environment by walking and running as described?"",""Does the character use its fins to grasp objects when interacting with the environment?"",""Does the character move through the world with confidence and purpose?"",""Does the character leave a slight shadow behind it, indicating proper environmental interaction?"",""Are the character's interactions with objects and surroundings consistent with using fins for grasping?"",""Does the overall environmental interaction demonstrate the character's confident and purposeful movement through the world?""]}}"
"animationbench_00238","ip_assets/Circuit/front_Circuit.png","Circuit is a bipedal robot with a large, spherical white head and a slender, articulated body. Its design features a prominent, single, glowing yellow eye on the front of its head, with a secondary sensor port on the side. The robot's body is constructed from white and black panels with visible orange wiring and rivets, and it has a distinctive asymmetry where one arm is raised while the other hangs down.","ip_prompt","ip_prompt/Circuit_evaluate.json","Circuit","{""character_name"":""Circuit"",""canonical_appearance"":{""summary"":""Circuit is a bipedal robot with a large, spherical white head and a slender, articulated body. Its design features a prominent, single, glowing yellow eye on the front of its head, with a secondary sensor port on the side. The robot's body is constructed from white and black panels with visible orange wiring and rivets, and it has a distinctive asymmetry where one arm is raised while the other hangs down."",""details"":{""front"":[""Does the robot stand facing forward with a large, white, spherical head dominating the frame?"",""Is a single, large, circular, glowing yellow eye positioned on its face?"",""Is the body slender with a white torso and black jointed limbs?"",""Is the left arm raised while the right arm hangs down, showing the distinctive asymmetry?"",""Are the hands multi-fingered and black and white, and the legs straight with white and black joints?"",""Are orange lights visible on the torso, arms, and legs, and are the feet flat and white with black claws?""],""side"":[""Is the robot's asymmetrical posture clearly visible from the side profile?"",""Is the left arm raised high and bent at the elbow, while the right arm hangs down?"",""Is the large, spherical head tilted slightly with the single glowing yellow eye clearly visible?"",""Is the body slender with a white torso and black joints?"",""Are the legs straight and the feet flat?"",""Is the robot's back visible, showing white and black paneling and orange lights on the limbs?""],""back"":[""Is the large, spherical white head clearly visible from behind?"",""Does the head feature a central seam and a small, circular, glowing yellow light on the right side?"",""Is the back of the torso visible, showing white and black paneling and orange lights on the limbs?"",""Are the arms positioned behind the body, with the left arm slightly raised and the right arm hanging down?"",""Are the legs straight and the feet flat?"",""Does the overall design maintain the sleek and futuristic appearance with contrast between white body and black joints?""]}},""canonical_behavior"":{""Personality"":[""Does Circuit exhibit a curious and contemplative personality throughout the video?"",""Is the robot's posture upright and alert, suggesting a constant state of observation?"",""Does the raised arm indicate a readiness to interact, while the lowered arm suggests a moment of pause or thought?"",""Does the single glowing eye convey a sense of focused intelligence and a lack of emotional expression?"",""Does the character maintain a calm and analytical presence throughout the video?"",""Combining posture, arm positions, and eye behavior, can Circuit effectively convey its curious, contemplative, and analytical personality?""],""Action Logic"":[""Does Circuit solve problems by first analyzing the environment with its single eye before taking action?"",""Does the robot use its articulated limbs to manipulate objects or navigate obstacles after analysis?"",""Are the robot's movements precise and deliberate, with a focus on efficiency?"",""Does the raised arm allow Circuit to reach and interact with objects at a higher level?"",""Does the lowered arm provide stability and balance during actions?"",""Is the problem-solving approach consistent with the described method of analysis followed by precise manipulation?""],""Atmosphere/Vibe"":[""Is the atmosphere futuristic and sterile throughout the video?"",""Is the lighting cool and clinical, emphasizing the robot's sleek design?"",""Is the pacing slow and methodical, reflecting the robot's deliberate nature?"",""Does the overall vibe convey a sense of advanced technology and quiet observation?"",""Does the visual style and environment support the futuristic and sterile atmosphere?"",""Does the combination of lighting, pacing, and visual design create the intended atmosphere of advanced technology and quiet observation?""],""Signature"":[""Does Circuit move with a smooth, gliding motion as described?"",""Do the robot's legs propel it forward with a slight bounce?"",""Do the arms move in a coordinated fashion, with the raised arm often leading the way?"",""Is the animation style clean and precise, with a focus on the robot's mechanical details?"",""Are the character's movements consistent with the described smooth, gliding motion with slight bounce?"",""Can viewers clearly identify Circuit's unique movement signature through its gait, arm coordination, and mechanical precision?""],""Facial Acting"":[""Is Circuit's facial acting limited to the movement of its single glowing eye?"",""Does the eye shift slightly to follow objects or people throughout the video?"",""Does the intensity of the glow change to indicate different states of focus or alertness?"",""Is there no other facial expression, as the robot lacks a mouth or other features?"",""Does the character's facial acting remain consistent with the described limited but expressive eye movement?"",""Can Circuit effectively communicate its state of focus and alertness through eye movement and glow intensity alone?""],""Environmental Interaction"":[""Does Circuit interact with its environment by using its hands to grasp and manipulate objects?"",""Can the robot reach and touch surfaces with its multi-fingered hands?"",""Do the robot's feet provide a stable base for movement?"",""Do the robot's sensors allow it to detect and respond to changes in its surroundings, such as obstacles or changes in light?"",""Are the character's interactions with objects and surroundings consistent with using hands for manipulation?"",""Does the overall environmental interaction demonstrate Circuit's sensor-based awareness and precise manipulation capabilities?""]}}"
"animationbench_00239","ip_assets/Crabby/front_Crabby.png","A highly stylized, anthropomorphic red crab with a smooth, glossy carapace, oversized white eyes with black pupils, and a beige underbelly featuring two small, protruding white teeth. The crab has eight articulated legs and two prominent claws, all rendered in a bright, cartoonish 3D style.","ip_prompt","ip_prompt/Crabby_evaluate.json","Crabby","{""character_name"":""Crabby"",""canonical_appearance"":{""summary"":""A highly stylized, anthropomorphic red crab with a smooth, glossy carapace, oversized white eyes with black pupils, and a beige underbelly featuring two small, protruding white teeth. The crab has eight articulated legs and two prominent claws, all rendered in a bright, cartoonish 3D style."",""details"":{""front"":[""Does the crab face directly forward with a vibrant, glossy red carapace and symmetrical design?"",""Are two enormous, spherical white eyes set high on its head, each with a large black pupil and thin red rim?"",""Is a beige underbelly visible below the eyes, featuring two small, distinct white teeth protruding from the mouth area?"",""Are the two large, red claws raised and open, positioned symmetrically on either side of its head?"",""Are the four walking legs splayed out on the sand, with the front pair angled forward and the rear pair angled backward?"",""Does the overall stance appear stable and grounded?""],""side"":[""Is the crab's body low to the ground with a rounded red carapace that slopes down to a beige underside?"",""Is the large, white eye prominently displayed with the red rim clearly visible?"",""Is the front-left claw raised high, while the other three visible legs are planted on the sand?"",""Are the articulated joints of the legs clearly visible?"",""Is there a clear distinction between the red upper body and the beige lower body?"",""Is the overall form compact and sturdy from the side view?""],""back"":[""Is the rounded red carapace clearly visible from behind?"",""Are the two large claws raised and positioned on either side of the carapace with tips pointing upwards?"",""Are the four rear legs visible, splayed out to provide balance?"",""Is the beige underbelly not visible from this angle?"",""Is the overall shape symmetrical and robust?"",""Does the back view emphasize the crab's powerful build?""]}},""canonical_behavior"":{""Personality"":[""Is Crabby curious and alert throughout the video?"",""Does the crab stand with a wide, open posture that conveys a sense of wonder and readiness?"",""Are the eyes wide and fixed forward, maintaining the described alert state?"",""Does the character appear to be observing its surroundings with a calm, yet attentive, presence?"",""Is the character's overall demeanor consistent with being curious and alert?"",""Combining posture, eye position, and overall presence, can Crabby effectively convey its curious and alert personality?""],""Action Logic"":[""Does the crab move with a slow, deliberate gait, using its legs to push off the sand?"",""Are the claws used for grasping or digging when solving problems?"",""Are the eyes the primary sensory organs, constantly scanning the environment?"",""Does the character solve problems by using its claws to manipulate objects or by moving to a different vantage point?"",""Are the character's movements consistent with the described slow, deliberate approach?"",""Is the problem-solving method consistent with using claws for manipulation and eyes for observation?""],""Atmosphere/Vibe"":[""Is the atmosphere bright, sunny, and cheerful throughout the video?"",""Is the scene set on a tropical beach with clear blue skies and turquoise water?"",""Does the environment create a relaxed and playful atmosphere?"",""Is the lighting bright and even, casting soft shadows on the sand?"",""Does the visual style and environment support the bright, sunny, and cheerful atmosphere?"",""Does the combination of setting, lighting, and environment create the intended relaxed and playful tropical beach atmosphere?""],""Signature"":[""Does the crab have a slow, stately walk with a slight wobble?"",""Are the crab's movements smooth and deliberate, with a distinct pause between each step?"",""Is the animation style clean and polished, with a focus on character expression and environmental interaction?"",""Are the character's movements consistent with the described slow, stately walk with wobble?"",""Does the overall animation style emphasize character expression and environmental interaction?"",""Can viewers clearly identify Crabby's unique movement signature through its slow, deliberate gait and wobble?""],""Facial Acting"":[""Are the crab's eyes its primary means of expression throughout the video?"",""Do the eyes remain wide and fixed, conveying a constant state of alertness and curiosity?"",""Can the eyes shift slightly to follow movement while maintaining the overall consistent expression?"",""Is the overall expression consistent with the described alert and curious state?"",""Does the character's facial acting remain consistent with eye-based expression?"",""Can Crabby effectively communicate its state of alertness and curiosity through eye movement alone?""],""Environmental Interaction"":[""Do the crab's legs leave clear impressions in the sand as it moves?"",""Does the character interact with the environment by using its claws to dig into the sand or to grasp small objects?"",""Is the crab's shadow cast on the sand, indicating the position of the sun?"",""Are the character's interactions with the environment consistent with using claws for digging and grasping?"",""Does the overall environmental interaction demonstrate the crab's physical engagement with the sandy beach environment?"",""Can viewers clearly see evidence of the crab's interaction with the sand through footprints and claw marks?""]}}"
"animationbench_00240","ip_assets/FredFlintstone/front_FredFlintstone.png","Fred Flintstone is a large, muscular man with a distinctive black tuft of hair, a long nose, and a wide, cheerful grin. He wears a simple orange tunic with black spots and a green neckerchief, standing barefoot in a prehistoric, rocky landscape.","ip_prompt","ip_prompt/FredFlintstone_evaluate.json","FredFlintstone","{""character_name"":""Fred Flintstone"",""canonical_appearance"":{""summary"":""Fred Flintstone is a large, muscular man with a distinctive black tuft of hair, a long nose, and a wide, cheerful grin. He wears a simple orange tunic with black spots and a green neckerchief, standing barefoot in a prehistoric, rocky landscape."",""details"":{""front"":[""Is Fred a large, robust man with a broad, rounded face and a very long, prominent nose?"",""Are his eyes large, white, and round with small black pupils, giving him a wide-eyed, expressive look?"",""Does he have a wide, open-mouthed smile revealing a pink tongue and a row of white teeth?"",""Is his hair a thick, black, spiky tuft that stands up from the top of his head, forming a distinctive, unruly crest?"",""Does he wear a tunic made of a textured, orange material resembling a stone or hide, with a jagged lower edge and several black, irregular spots?"",""Is a green neckerchief tied in a knot at his throat, and is he barefoot with large, flat feet and thick toes?""],""side"":[""Does Fred's profile reveal his massive, barrel-shaped torso and powerful, thick-set arms?"",""Is his long nose a prominent feature, extending forward from his face?"",""Is his black hair tuft visible from the side, and are his wide eyes turned towards the viewer?"",""Is the green neckerchief tied neatly, and does the orange spotted tunic drape over his body?"",""Are his large, bare feet planted firmly on the ground, showing a strong, grounded stance?"",""Does the side view maintain the character's powerful and robust appearance?""],""back"":[""Is Fred's back broad and muscular from behind?"",""Is his distinctive black hair tuft the most prominent feature, standing upright and slightly askew?"",""Is the green neckerchief visible at the base of his neck?"",""Does the orange tunic with black spots cover his back, and is the jagged hemline clearly visible?"",""Are his thick, bare legs and large feet shown from behind?"",""Does the back view emphasize his sturdy and powerful build?""]}},""canonical_behavior"":{""Personality"":[""Is Fred loud, boisterous, and perpetually optimistic throughout the video?"",""Does he have a confident, larger-than-life presence?"",""Does he often act with a sense of self-importance and a readiness to engage in any situation, no matter how chaotic?"",""Is the character's overall demeanor consistent with being loud, boisterous, and optimistic?"",""Does the character maintain a larger-than-life and self-important presence?"",""Combining presence, energy level, and demeanor, can Fred effectively convey his loud, boisterous, and perpetually optimistic personality?""],""Action Logic"":[""Does Fred solve problems with brute force, loud declarations, and a reliance on his simple, stone-age technology?"",""Is he impulsive and often acts first, then thinks?"",""Does he use his strength and a direct approach to overcome obstacles?"",""Are the character's problem-solving methods consistent with the described brute force and impulsive approach?"",""Does the character use direct physical action rather than planning or strategy?"",""Is the overall action logic consistent with using brute force and impulsive action to solve problems?""],""Atmosphere/Vibe"":[""Is the atmosphere a vibrant, comedic, and fast-paced prehistoric world?"",""Is the lighting bright and even, suggesting a sunny day?"",""Is the pacing energetic and slapstick, filled with exaggerated movements and sound effects?"",""Does the visual style and environment support the vibrant, comedic, and fast-paced atmosphere?"",""Does the overall atmosphere create a vibrant, comedic, and energetic feeling?"",""Does the combination of lighting, pacing, and visual style create the intended vibrant, comedic, and fast-paced prehistoric atmosphere?""],""Signature"":[""Does Fred have a heavy, stomping gait, moving with a powerful, slightly awkward swagger?"",""Is his animation style characterized by exaggerated, squash-and-stretch movements?"",""Is he in a constant state of high energy?"",""Are the character's movements consistent with the described heavy, stomping, and swaggering style?"",""Does the overall animation style emphasize exaggerated, squash-and-stretch movements?"",""Can viewers clearly identify Fred's unique movement signature through his heavy, stomping gait and exaggerated movements?""],""Facial Acting"":[""Are Fred's facial expressions extremely dynamic and exaggerated?"",""Can his eyes bulge out in surprise or excitement?"",""Can his mouth stretch into a wide, toothy grin or a wide-open shout?"",""Are his reactions immediate and telegraphed through his entire face?"",""Does the character's facial acting remain consistent with the described extremely dynamic and exaggerated style?"",""Can Fred effectively communicate his emotions through his extremely dynamic and exaggerated facial expressions?""],""Environmental Interaction"":[""Does Fred interact with his environment in a forceful manner?"",""Does he pound the ground with his feet?"",""Does he use his massive arms to push or pull objects?"",""Does he often knock over or crash through structures with a loud thud?"",""Are the character's interactions with the environment consistent with using force and causing impact?"",""Does the overall environmental interaction demonstrate Fred's forceful and impactful approach?""]}}"
"animationbench_00241","ip_assets/GerryTheGiraffe/front_GerryTheGiraffe.png","A stylized, anthropomorphic giraffe with a bright yellow-orange body, large white eyes, and distinct brown spots. The character has a friendly, smiling expression, small tufted ossicones, and a short tail with a dark tuft.","ip_prompt","ip_prompt/GerryTheGiraffe_evaluate.json","GerryTheGiraffe","{""character_name"":""Gerry the Giraffe"",""canonical_appearance"":{""summary"":""A stylized, anthropomorphic giraffe with a bright yellow-orange body, large white eyes, and distinct brown spots. The character has a friendly, smiling expression, small tufted ossicones, and a short tail with a dark tuft."",""details"":{""front"":[""Does Gerry stand facing forward with a wide, symmetrical stance?"",""Is its head large and round, with two prominent, dark brown, tufted ossicones on top?"",""Does its face feature large, expressive white eyes with black pupils, giving it a wide-eyed, innocent look, and a small, upturned red smile on its snout?"",""Is the neck long and straight, covered in a pattern of irregular, dark brown spots on a yellow-orange background?"",""Is the body plump and rounded, with four long, slender legs that are a slightly darker shade of orange, and dark brown hooves?"",""Does a short, dark brown tufted tail hang down behind the hind legs, and are the ears large, pointed, and yellow with an orange interior?""],""side"":[""Is Gerry's long neck extending from the body in a smooth, gentle curve from the side profile?"",""Is the head turned slightly forward, showing the profile of the snout, eye, and ossicones?"",""Is the body a continuous, elongated shape, with the legs positioned under the body?"",""Is the tail, with its dark tuft, visible behind the hindquarters?"",""Does the spotted pattern cover the entire visible surface of the body and neck?"",""Is the overall form smooth and rounded, with no sharp angles?""],""back"":[""Are Gerry's rounded hindquarters and the base of its long neck visible from behind?"",""Is the back smooth and rounded, with a subtle, dark brown, spiky mane running down the neck?"",""Does the tail, with its dark brown tuft, hang down and curve slightly to the side?"",""Are the hind legs visible, and are the hooves dark brown?"",""Is the body plump?"",""Is the overall shape symmetrical and compact from this angle?""]}},""canonical_behavior"":{""Personality"":[""Is Gerry cheerful, gentle, and curious throughout the video?"",""Is his posture upright and confident, but his wide eyes and slight smile convey a sense of innocence and friendliness?"",""Does he appear calm and approachable, with a gentle presence that is both reassuring and engaging?"",""Is the character's overall demeanor consistent with being cheerful, gentle, and curious?"",""Does the character maintain a calm and approachable presence?"",""Combining posture, expression, and presence, can Gerry effectively convey his cheerful, gentle, and curious personality?""],""Action Logic"":[""Does Gerry's long neck allow him to survey his surroundings from a high vantage point?"",""Does he use his height to see over obstacles and to reach objects that are out of reach for other creatures?"",""Are his movements deliberate and graceful, with a slow, deliberate gait that emphasizes his height and calm demeanor?"",""Are the character's problem-solving methods consistent with using height and long neck for observation and reaching?"",""Does the character use deliberate and graceful movements?"",""Is the overall action logic consistent with using height and deliberate movement to solve problems?""],""Atmosphere/Vibe"":[""Is the atmosphere bright, cheerful, and whimsical throughout the video?"",""Is the lighting soft and even, creating a warm and inviting environment?"",""Is the pacing relaxed and unhurried, suitable for a children's story or a lighthearted animated short?"",""Does the visual style and environment support the bright, cheerful, and whimsical atmosphere?"",""Does the overall atmosphere create a warm and inviting feeling?"",""Does the combination of lighting, pacing, and visual style create the intended bright, cheerful, and whimsical atmosphere?""],""Signature"":[""Is Gerry's signature his slow, deliberate, and graceful gait?"",""Does he move with a gentle sway, his long neck bobbing slightly with each step?"",""Is his animation style smooth and fluid, with a focus on clean lines and bright, saturated colors?"",""Are the character's movements consistent with the described slow, deliberate, and graceful style?"",""Does the overall animation style emphasize clean lines and bright colors?"",""Can viewers clearly identify Gerry's unique movement signature through his slow, graceful gait and neck bobbing?""],""Facial Acting"":[""Are Gerry's facial expressions simple but effective?"",""Are his large eyes the primary focus, capable of conveying a wide range of emotions through subtle changes in size and position?"",""Does he blink slowly and deliberately?"",""Does his smile remain constant, even when his eyes widen in surprise or excitement?"",""Does the character's facial acting remain consistent with the described simple but effective style?"",""Can Gerry effectively communicate his emotions through his large, expressive eyes and constant smile?""],""Environmental Interaction"":[""Does Gerry interact with his environment by using his height to reach for leaves on tall trees or to look over fences?"",""Does he gently touch objects with his long neck?"",""Do his hooves make soft, quiet sounds as he walks?"",""Is he careful not to knock over anything with his long legs?"",""Are the character's interactions with the environment consistent with using height and gentle touch?"",""Does the overall environmental interaction demonstrate Gerry's careful and gentle approach?""]}}"
